,animal,sessionid,trialnumber,trial_block,lotterymag,lotteryprob,surebetmag,rewardreceived,lotterychoice,lotteryoutcome,musdose,region,choiceout,deltaEV,normdeltaEV,pstate1,pstate2,pstate3
71,2152,158487.0,113.0,17.0,8.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,11.200000000000003,0.09589041095890412,0.0002133831466794083,0.046832402974652534,0.9529542138786656
72,2152,158487.0,115.0,19.0,8.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,11.200000000000003,0.09589041095890412,0.0003895561441535073,0.04803409552679796,0.95157634832905
73,2152,158487.0,118.0,22.0,4.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-6.399999999999999,-0.05479452054794519,0.0011411144203280024,0.05261739445639075,0.9462414911232832
74,2152,158487.0,119.0,23.0,0.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.0018648445683289903,0.05422945959349188,0.943905695838179
75,2152,158487.0,120.0,24.0,2.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.0025577114184061906,0.05454491183072337,0.9428973767508703
76,2152,158487.0,123.0,26.0,8.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,11.200000000000003,0.09589041095890412,0.003189623256762238,0.05309511708726701,0.9437152596559673
77,2152,158487.0,127.0,27.0,2.0,0.55,3.0,16.0,1.0,1.0,0.0,ctrl,1.0,-15.2,-0.13013698630136986,0.003355312987727045,0.04787954076581246,0.9487651462464626
78,2152,158487.0,128.0,28.0,8.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,11.200000000000003,0.09589041095890412,0.003481652636167373,0.055122718917277914,0.9413956284465527
79,2152,158487.0,129.0,29.0,2.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.003275110124345981,0.05773477312522166,0.9389901167504331
80,2152,158487.0,130.0,30.0,2.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.002981152621558394,0.0585112080425389,0.9385076393359042
81,2152,158487.0,132.0,32.0,0.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.0025759384535102153,0.05750702013826936,0.9399170414082182
82,2152,158487.0,133.0,33.0,32.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,116.80000000000001,1.0,0.0020689512986939653,0.05522522336725478,0.9427058253340481
83,2152,158487.0,134.0,34.0,8.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,11.200000000000003,0.09589041095890412,0.0016734512349900448,0.052672337525974645,0.9456542112390345
84,2152,158487.0,135.0,35.0,0.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.0022018039230593763,0.052872330088138686,0.9449258659888016
85,2152,158487.0,139.0,37.0,4.0,0.55,3.0,32.0,1.0,1.0,0.0,ctrl,1.0,-6.399999999999999,-0.05479452054794519,0.002670040462209573,0.051873796282596904,0.945456163255196
86,2152,159529.0,2.0,2.0,16.0,0.55,3.0,128.0,1.0,1.0,0.0,ctrl,1.0,46.400000000000006,0.3972602739726028,0.014940490314491336,0.03820514068850635,0.946854368997
87,2152,159529.0,3.0,3.0,4.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-6.399999999999999,-0.05479452054794519,0.011383423558017232,0.03728479057872193,0.9513317858632574
88,2152,159529.0,4.0,4.0,4.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-6.399999999999999,-0.05479452054794519,0.00748727546500021,0.03274333850590097,0.9597693860290977
89,2152,159529.0,5.0,5.0,4.0,0.55,3.0,32.0,1.0,1.0,0.0,ctrl,1.0,-6.399999999999999,-0.05479452054794519,0.003093621917374876,0.022895068863247353,0.9740113092193804
90,2152,159529.0,6.0,6.0,2.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.001962108172875279,0.022327639179138853,0.975710252647987
91,2152,159529.0,8.0,8.0,16.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,46.400000000000006,0.3972602739726028,0.0007874254727712898,0.020167796803048994,0.9790447777241816
92,2152,159529.0,9.0,9.0,32.0,0.55,3.0,256.0,1.0,1.0,0.0,ctrl,1.0,116.80000000000001,1.0,0.0005426975212802092,0.01715981579589532,0.9822974866828217
93,2152,159529.0,10.0,10.0,0.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.0003472016763182934,0.01389766682082379,0.9857551315028554
94,2152,159529.0,11.0,11.0,8.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,11.200000000000003,0.09589041095890412,0.00010340346537177349,0.009477326826281213,0.9904192697083494
95,2152,159529.0,12.0,12.0,4.0,0.55,3.0,32.0,1.0,1.0,0.0,ctrl,1.0,-6.399999999999999,-0.05479452054794519,8.134543307193697e-05,0.007433077337246325,0.9924855772296796
96,2152,159529.0,14.0,14.0,2.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,8.996237248130168e-05,0.00876912791171786,0.9911409097158
97,2152,159529.0,15.0,15.0,32.0,0.55,3.0,256.0,1.0,1.0,0.0,ctrl,1.0,116.80000000000001,1.0,8.320959348472352e-05,0.009166109477986632,0.9907506809285314
98,2152,159529.0,16.0,16.0,0.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,7.139368293250498e-05,0.009327792212304536,0.9906008141047661
99,2152,159529.0,17.0,17.0,16.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,46.400000000000006,0.3972602739726028,3.4268427556169686e-05,0.00881661875010769,0.9911491128223385
100,2152,159529.0,18.0,18.0,4.0,0.55,3.0,0.0,1.0,0.0,0.0,ctrl,-1.0,-6.399999999999999,-0.05479452054794519,3.8179812975326166e-05,0.008037063282399835,0.9919247569046282
101,2152,159529.0,19.0,19.0,32.0,0.55,3.0,256.0,1.0,1.0,0.0,ctrl,1.0,116.80000000000001,1.0,4.738948122781982e-05,0.01105558588697843,0.9888970246317946
102,2152,159529.0,20.0,20.0,2.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,5.3650192309186855e-05,0.013865027365875825,0.9860813224418159
103,2152,159529.0,21.0,21.0,8.0,0.55,3.0,64.0,1.0,1.0,0.0,ctrl,1.0,11.200000000000003,0.09589041095890412,3.343516280186579e-05,0.015432198255377371,0.9845343665818241
104,2152,159529.0,23.0,23.0,0.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,5.202482208151739e-05,0.019527920672491258,0.9804200545054245
105,2152,159529.0,24.0,24.0,16.0,0.55,3.0,128.0,1.0,1.0,0.0,ctrl,1.0,46.400000000000006,0.3972602739726028,3.563293418760023e-05,0.02251708142644056,0.9774472856393703
106,2152,159529.0,26.0,26.0,8.0,0.55,3.0,64.0,1.0,1.0,0.0,ctrl,1.0,11.200000000000003,0.09589041095890412,5.781065144620499e-05,0.025278737796920116,0.9746634515516338
107,2152,159529.0,27.0,27.0,2.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.00016850958868979302,0.03182462040359878,0.9680068700077126
108,2152,159529.0,31.0,31.0,2.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.0002455246554676642,0.03617926150163103,0.9635752138429029
109,2152,159529.0,32.0,32.0,2.0,0.55,3.0,24.0,0.0,0.0,0.0,ctrl,0.0,-15.2,-0.13013698630136986,0.0002577718943329523,0.03873769787448295,0.9610045302311835
110,2152,159529.0,34.0,34.0,8.0,0.55,3.0,64.0,1.0,1.0,0.0,ctrl,1.0,11.200000000000003,0.09589041095890412,0.0001824175212024844,0.03973004832950108,0.960087534149297
111,2152,159529.0,36.0,36.0,0.0,0.55,3.0,24.0,0.0,1.0,0.0,ctrl,0.0,-24.0,-0.2054794520547945,0.00028865347984889563,0.04407303900299976,0.9556383075171536
